Time: 0.000727892 Gfops: 21.9813 -q 131071 -m 200 -k 200 -n 200 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.000545025 Gfops: 29.3565 -q 131071 -m 200 -k 200 -n 200 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.000688076 Gfops: 23.2532 -q 131071 -m 200 -k 200 -n 200 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.00270486 Gfops: 47.3222 -q 131071 -m 400 -k 400 -n 400 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.00370097 Gfops: 34.5855 -q 131071 -m 400 -k 400 -n 400 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.03162 Gfops: 4.04807 -q 131071 -m 400 -k 400 -n 400 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.004215 Gfops: 102.491 -q 131071 -m 600 -k 600 -n 600 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.00892305 Gfops: 48.4139 -q 131071 -m 600 -k 600 -n 600 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.00290012 Gfops: 148.959 -q 131071 -m 600 -k 600 -n 600 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.00508714 Gfops: 201.292 -q 131071 -m 800 -k 800 -n 800 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.0204298 Gfops: 50.1227 -q 131071 -m 800 -k 800 -n 800 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.00406289 Gfops: 252.037 -q 131071 -m 800 -k 800 -n 800 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0084269 Gfops: 237.335 -q 131071 -m 1000 -k 1000 -n 1000 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.043541 Gfops: 45.9338 -q 131071 -m 1000 -k 1000 -n 1000 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.00406289 Gfops: 492.26 -q 131071 -m 1000 -k 1000 -n 1000 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.00907803 Gfops: 380.7 -q 131071 -m 1200 -k 1200 -n 1200 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.0763669 Gfops: 45.2552 -q 131071 -m 1200 -k 1200 -n 1200 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.00672793 Gfops: 513.679 -q 131071 -m 1200 -k 1200 -n 1200 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0157092 Gfops: 349.35 -q 131071 -m 1400 -k 1400 -n 1400 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.117762 Gfops: 46.6025 -q 131071 -m 1400 -k 1400 -n 1400 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0071981 Gfops: 762.424 -q 131071 -m 1400 -k 1400 -n 1400 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.019897 Gfops: 411.721 -q 131071 -m 1600 -k 1600 -n 1600 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.160859 Gfops: 50.9266 -q 131071 -m 1600 -k 1600 -n 1600 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.00922799 Gfops: 887.734 -q 131071 -m 1600 -k 1600 -n 1600 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0193021 Gfops: 604.286 -q 131071 -m 1800 -k 1800 -n 1800 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.223401 Gfops: 52.211 -q 131071 -m 1800 -k 1800 -n 1800 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0134799 Gfops: 865.285 -q 131071 -m 1800 -k 1800 -n 1800 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0335479 Gfops: 476.93 -q 131071 -m 2000 -k 2000 -n 2000 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.322577 Gfops: 49.6006 -q 131071 -m 2000 -k 2000 -n 2000 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.018209 Gfops: 878.687 -q 131071 -m 2000 -k 2000 -n 2000 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.038857 Gfops: 548.061 -q 131071 -m 2200 -k 2200 -n 2200 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.431134 Gfops: 49.3953 -q 131071 -m 2200 -k 2200 -n 2200 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.023788 Gfops: 895.242 -q 131071 -m 2200 -k 2200 -n 2200 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0357921 Gfops: 772.461 -q 131071 -m 2400 -k 2400 -n 2400 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.528868 Gfops: 52.2777 -q 131071 -m 2400 -k 2400 -n 2400 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0292981 Gfops: 943.68 -q 131071 -m 2400 -k 2400 -n 2400 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0432491 Gfops: 812.779 -q 131071 -m 2600 -k 2600 -n 2600 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.667479 Gfops: 52.6638 -q 131071 -m 2600 -k 2600 -n 2600 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.037338 Gfops: 941.453 -q 131071 -m 2600 -k 2600 -n 2600 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.061373 Gfops: 715.363 -q 131071 -m 2800 -k 2800 -n 2800 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 0.808864 Gfops: 54.2786 -q 131071 -m 2800 -k 2800 -n 2800 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0453179 Gfops: 968.801 -q 131071 -m 2800 -k 2800 -n 2800 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.07564 Gfops: 713.908 -q 131071 -m 3000 -k 3000 -n 3000 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 1.0102 Gfops: 53.4545 -q 131071 -m 3000 -k 3000 -n 3000 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.05793 Gfops: 932.16 -q 131071 -m 3000 -k 3000 -n 3000 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0710111 Gfops: 922.898 -q 131071 -m 3200 -k 3200 -n 3200 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 1.20968 Gfops: 54.1762 -q 131071 -m 3200 -k 3200 -n 3200 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0670681 Gfops: 977.156 -q 131071 -m 3200 -k 3200 -n 3200 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.099277 Gfops: 791.805 -q 131071 -m 3400 -k 3400 -n 3400 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 1.44743 Gfops: 54.3088 -q 131071 -m 3400 -k 3400 -n 3400 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0819111 Gfops: 959.675 -q 131071 -m 3400 -k 3400 -n 3400 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.108403 Gfops: 860.788 -q 131071 -m 3600 -k 3600 -n 3600 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 1.68111 Gfops: 55.5063 -q 131071 -m 3600 -k 3600 -n 3600 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.0950491 Gfops: 981.724 -q 131071 -m 3600 -k 3600 -n 3600 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.0911541 Gfops: 1203.94 -q 131071 -m 3800 -k 3800 -n 3800 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 1.94938 Gfops: 56.297 -q 131071 -m 3800 -k 3800 -n 3800 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.112076 Gfops: 979.192 -q 131071 -m 3800 -k 3800 -n 3800 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.110829 Gfops: 1154.93 -q 131071 -m 4000 -k 4000 -n 4000 -w 0 -i 3 -p 0 -t 32 -b 32
Time: 2.35295 Gfops: 54.3998 -q 131071 -m 4000 -k 4000 -n 4000 -w -1 -i 3 -p 0 -t 32 -b 32
Time: 0.128899 Gfops: 993.027 -q 131071 -m 4000 -k 4000 -n 4000 -w -1 -i 3 -p 1 -t 32 -b 32
Time: 0.127221 Gfops: 1164.71 -q 131071 -m 4200 -k 4200 -n 4200 -w 0 -i 3 -p 0 -t 32 -b 32
