1 273.556498051 121.899444103 129.426460981
2 158.267023087 96.4822049141 90.885185957
4 97.3942110538 51.2150371075 48.742317915
8 69.0745661259 30.2040212154 27.8680090904
16 52.4397301674 19.7364590168 17.885226965
32 47.1553900242 18.5538790226 16.2613039017
