1       1.000
2       1.636
3       2.274
4       3.020
5       3.300
6       3.955
7       4.588
8       5.146
9       5.259
10      5.712
11      6.074
12      6.427
13      6.660
14      6.617
15      7.182
16      7.229
17      7.762
18      8.389
19      8.471
20      8.632
21      9.134
22      10.008
23      9.768
24      10.014
25      10.419
26      10.577
27      10.721
28      10.771
29      10.778
30      10.847
31      10.768
32      10.800
